"# total is calibrated WITHIN k (the normalisation caps are pair-fitted); compare rows by percentile_within_k, never a triple's total against a pair's. deduped_into names the better combination that makes the same claim with an interchangeable part; blank means this row is the family representative."
rank,k,ids,parts,usd,total,percentile_within_k,synergy,emergent_keys,new_route_keys,multiplicity_incidental_keys,shared_phenomena,shared_kinds,compensation_channels,compensation_source,compensation_doubtful,failure_independence,tau_decades,time_mode,tau_confidence,tau_lower_bound,novelty,esp32_verdict,boards_that_fit,family_signature,deduped_into,equivalent_swaps,reasoning,confound
947,2,S142|S161,Ultrasonic liquid (through-wall)|MLX90640 thermal camera,70,0.37467,98.823,0.0,,,,,,S161>S142:temperature-drift@1|S142>S161:target-geometry@1,prose,0,1.0,2.283,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S140+S161,,S142+S162|S140+S161|S140+S162,"Ultrasonic liquid (through-wall) + MLX90640 thermal camera: MLX90640 thermal camera measures `temperature-remote`, which is exactly what fools Ultrasonic liquid (through-wall) (ambient temperature drift / temperature coefficient), plus 1 further correction channel(s); their time constants differ by 2.3 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90640 thermal camera must sit in the same air/on the same surface as Ultrasonic liquid (through-wall) or it is correcting a different place.
948,2,S142|S162,Ultrasonic liquid (through-wall)|MLX90641 thermal (16x12),85,0.37467,98.823,0.0,,,,,,S162>S142:temperature-drift@1|S142>S162:target-geometry@1,prose,0,1.0,2.283,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S140+S161,S142|S161,,"Ultrasonic liquid (through-wall) + MLX90641 thermal (16x12): MLX90641 thermal (16x12) measures `temperature-remote`, which is exactly what fools Ultrasonic liquid (through-wall) (ambient temperature drift / temperature coefficient), plus 1 further correction channel(s); their time constants differ by 2.3 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90641 thermal (16x12) must sit in the same air/on the same surface as Ultrasonic liquid (through-wall) or it is correcting a different place.
949,2,S142|S325,Ultrasonic liquid (through-wall)|MLX90621 16x4 fast thermal array,85.0,0.37467,98.823,0.0,,,,,,S325>S142:temperature-drift@1|S142>S325:target-geometry@1,prose,0,1.0,3.186,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S140+S325,,S140+S325,"Ultrasonic liquid (through-wall) + MLX90621 16x4 fast thermal array: MLX90621 16x4 fast thermal array measures `temperature-remote`, which is exactly what fools Ultrasonic liquid (through-wall) (ambient temperature drift / temperature coefficient), plus 1 further correction channel(s); their time constants differ by 3.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90621 16x4 fast thermal array must sit in the same air/on the same surface as Ultrasonic liquid (through-wall) or it is correcting a different place.
950,2,S145|S192,INA226/INA228 precision power|BMP280 budget barometer,7.5,0.37467,98.823,0.0,,,,,,S192>S145:self-heating@1|S145>S192:supply-voltage@1,prose,0,1.0,1.281,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S016+S144,,S144+S192|S192+S212|S017+S145|S018+S145|S019+S145|S016+S145|S016+S144|S016+S212,"INA226/INA228 precision power + BMP280 budget barometer: BMP280 budget barometer measures `temperature-contact`, which is exactly what fools INA226/INA228 precision power (self-heating of the sensor or its own board), plus 1 further correction channel(s); their time constants differ by 1.3 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — BMP280 budget barometer must sit in the same air/on the same surface as INA226/INA228 precision power or it is correcting a different place.
951,2,S161|S304,MLX90640 thermal camera|ISM330DHCX industrial IMU,65.0,0.37467,98.823,0.0,,,,,,S161>S304:sunlight-ir@1|S161>S304:temperature-drift@1,prose,0,1.0,2.018,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S161+S304,,S162+S304,"MLX90640 thermal camera + ISM330DHCX industrial IMU: MLX90640 thermal camera measures `temperature-remote`, which is exactly what fools ISM330DHCX industrial IMU (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.0 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90640 thermal camera must sit in the same air/on the same surface as ISM330DHCX industrial IMU or it is correcting a different place.
952,2,S161|S337,MLX90640 thermal camera|Benewake TF03 long-range industrial LiDAR,225.0,0.37467,98.823,0.0,,,,,,S337>S161:target-geometry@1|S161>S337:sunlight-ir@1,prose,0,1.0,3.584,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S161+S337,,S162+S337,"MLX90640 thermal camera + Benewake TF03 long-range industrial LiDAR: Benewake TF03 long-range industrial LiDAR measures `distance-point`, which is exactly what fools MLX90640 thermal camera (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 3.6 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — Benewake TF03 long-range industrial LiDAR must sit in the same air/on the same surface as MLX90640 thermal camera or it is correcting a different place.
953,2,S162|S304,MLX90641 thermal (16x12)|ISM330DHCX industrial IMU,80.0,0.37467,98.823,0.0,,,,,,S162>S304:sunlight-ir@1|S162>S304:temperature-drift@1,prose,0,1.0,2.018,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S161+S304,S161|S304,,"MLX90641 thermal (16x12) + ISM330DHCX industrial IMU: MLX90641 thermal (16x12) measures `temperature-remote`, which is exactly what fools ISM330DHCX industrial IMU (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.0 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90641 thermal (16x12) must sit in the same air/on the same surface as ISM330DHCX industrial IMU or it is correcting a different place.
954,2,S162|S337,MLX90641 thermal (16x12)|Benewake TF03 long-range industrial LiDAR,240.0,0.37467,98.823,0.0,,,,,,S337>S162:target-geometry@1|S162>S337:sunlight-ir@1,prose,0,1.0,3.584,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S161+S337,S161|S337,,"MLX90641 thermal (16x12) + Benewake TF03 long-range industrial LiDAR: Benewake TF03 long-range industrial LiDAR measures `distance-point`, which is exactly what fools MLX90641 thermal (16x12) (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 3.6 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — Benewake TF03 long-range industrial LiDAR must sit in the same air/on the same surface as MLX90641 thermal (16x12) or it is correcting a different place.
955,2,S191|S314,SHTC3 tiny low-power RH/T|L3GD20H gyro-only 3-axis,24.0,0.37467,98.823,0.0,,,,,,S191>S314:self-heating@1|S191>S314:temperature-drift@1,prose,0,1.0,2.903,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S191+S314,,,"SHTC3 tiny low-power RH/T + L3GD20H gyro-only 3-axis: SHTC3 tiny low-power RH/T measures `temperature-contact`, which is exactly what fools L3GD20H gyro-only 3-axis (self-heating of the sensor or its own board), plus 1 further correction channel(s); their time constants differ by 2.9 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — SHTC3 tiny low-power RH/T must sit in the same air/on the same surface as L3GD20H gyro-only 3-axis or it is correcting a different place.
956,2,S193|S244,TSL2561 lux sensor|ZED-F9R dead-reckoning GNSS,284.0,0.37467,98.823,0.0,,,,,,S244>S193:clock-drift@1|S244>S193:orientation-tilt@1,prose,0,1.0,1.081,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S044+S244,,S044+S244|S048+S244|S194+S244|S045+S244,"TSL2561 lux sensor + ZED-F9R dead-reckoning GNSS: ZED-F9R dead-reckoning GNSS measures `position-global`, which is exactly what fools TSL2561 lux sensor (clock and timing drift), plus 1 further correction channel(s); their time constants differ by 1.1 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — ZED-F9R dead-reckoning GNSS must sit in the same air/on the same surface as TSL2561 lux sensor or it is correcting a different place.
957,2,S238|S330,Ground vibration fence: fiber + photodiode|InfiRay P2 Pro USB-C thermal camera,280.0,0.37467,98.823,0.0,,,,,,S330>S238:sunlight-ir@1|S330>S238:temperature-drift@1,prose,0,1.0,1.903,separated,low,yes,unexplored,needs-glue,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S238+S330,,,"Ground vibration fence: fiber + photodiode + InfiRay P2 Pro USB-C thermal camera: InfiRay P2 Pro USB-C thermal camera measures `temperature-remote`, which is exactly what fools Ground vibration fence: fiber + photodiode (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 1.9 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — InfiRay P2 Pro USB-C thermal camera must sit in the same air/on the same surface as Ground vibration fence: fiber + photodiode or it is correcting a different place.
958,2,S244|S336,ZED-F9R dead-reckoning GNSS|RPLIDAR A1 360 degree triangulation LiDAR,379.0,0.37467,98.823,0.0,,,,,,S336>S244:target-geometry@1|S244>S336:vibration-shock@1,prose,0,1.0,1.778,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S244+S336,,,"ZED-F9R dead-reckoning GNSS + RPLIDAR A1 360 degree triangulation LiDAR: RPLIDAR A1 360 degree triangulation LiDAR measures `distance-point`, which is exactly what fools ZED-F9R dead-reckoning GNSS (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 1.8 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — RPLIDAR A1 360 degree triangulation LiDAR must sit in the same air/on the same surface as ZED-F9R dead-reckoning GNSS or it is correcting a different place.
959,2,S247|S326,UM980 triple-band RTK receiver|Heimann HTPA32x32d thermopile array,340.0,0.37467,98.823,0.0,,,,,,S326>S247:sunlight-ir@1|S326>S247:temperature-drift@1,prose,0,1.0,3.954,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S247+S326,,,"UM980 triple-band RTK receiver + Heimann HTPA32x32d thermopile array: Heimann HTPA32x32d thermopile array measures `temperature-remote`, which is exactly what fools UM980 triple-band RTK receiver (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 4.0 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — Heimann HTPA32x32d thermopile array must sit in the same air/on the same surface as UM980 triple-band RTK receiver or it is correcting a different place.
960,2,S277|S314,SEN55 all-in-one air node|L3GD20H gyro-only 3-axis,70.0,0.37467,98.823,0.0,,,,,,S277>S314:self-heating@1|S277>S314:temperature-drift@1,prose,0,1.0,2.903,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S277+S314,,,"SEN55 all-in-one air node + L3GD20H gyro-only 3-axis: SEN55 all-in-one air node measures `temperature-contact`, which is exactly what fools L3GD20H gyro-only 3-axis (self-heating of the sensor or its own board), plus 1 further correction channel(s); their time constants differ by 2.9 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — SEN55 all-in-one air node must sit in the same air/on the same surface as L3GD20H gyro-only 3-axis or it is correcting a different place.
961,2,S278|S304,SEN66 six-in-one air module|ISM330DHCX industrial IMU,90.0,0.37467,98.823,0.0,,,,,,S304>S278:vibration-shock@1|S278>S304:temperature-drift@1,prose,0,1.0,3.824,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S278+S304,,,"SEN66 six-in-one air module + ISM330DHCX industrial IMU: ISM330DHCX industrial IMU measures `vibration`, which is exactly what fools SEN66 six-in-one air module (vibration and mechanical shock), plus 1 further correction channel(s); their time constants differ by 3.8 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — ISM330DHCX industrial IMU must sit in the same air/on the same surface as SEN66 six-in-one air module or it is correcting a different place.
962,2,S304|S325,ISM330DHCX industrial IMU|MLX90621 16x4 fast thermal array,80.0,0.37467,98.823,0.0,,,,,,S325>S304:sunlight-ir@1|S325>S304:temperature-drift@1,prose,0,1.0,1.115,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S304+S325,,,"ISM330DHCX industrial IMU + MLX90621 16x4 fast thermal array: MLX90621 16x4 fast thermal array measures `temperature-remote`, which is exactly what fools ISM330DHCX industrial IMU (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 1.1 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90621 16x4 fast thermal array must sit in the same air/on the same surface as ISM330DHCX industrial IMU or it is correcting a different place.
